HCPCSCode,ShortDescriptor,StatusIndicator,PaymentRate,Changed?,Source
"87449","Nos each organism ag ia","Q4",,false,"2022-07"
"87450","Ag detect nos ia single","Q4",,false,"2020-05-04"
"87451","Polyvalent mult org ea ag ia","Q4",,false,"2022-07"
"87471","Bartonella dna amp probe","Q4",,false,"2022-07"
"87472","Bartonella dna quant","Q4",,false,"2022-07"
"87475","Lyme dis dna dir probe","Q4",,false,"2022-07"
"87476","Lyme dis dna amp probe","Q4",,false,"2022-07"
"87480","Candida dna dir probe","Q4",,false,"2022-07"
"87481","Candida dna amp probe","Q4",,false,"2022-07"
"87482","Candida dna quant","Q4",,false,"2022-07"
"87483","Cns dna amp probe type 12-25","Q4",,false,"2022-07"
"87485","Chlmyd pneum dna dir probe","Q4",,false,"2022-07"
"87486","Chlmyd pneum dna amp probe","Q4",,false,"2022-07"
"87487","Chlmyd pneum dna quant","Q4",,false,"2022-07"
"87490","Chlmyd trach dna dir probe","Q4",,false,"2022-07"
"87491","Chlmyd trach dna amp probe","Q4",,false,"2022-07"
"87492","Chlmyd trach dna quant","Q4",,false,"2022-07"
"87493","C diff amplified probe","Q4",,false,"2022-07"
"87495","Cytomeg dna dir probe","Q4",,false,"2022-07"
"87496","Cytomeg dna amp probe","Q4",,false,"2022-07"
"87497","Cytomeg dna quant","Q4",,false,"2022-07"
"87498","Enterovirus probe&revrs trns","Q4",,false,"2022-07"
"87500","Vanomycin dna amp probe","Q4",,false,"2022-07"
"87501","Influenza dna amp prob 1+","Q4",,false,"2022-07"
"87502","Influenza dna amp probe","Q4",,false,"2022-07"
"87503","Influenza dna amp prob addl","Q4",,false,"2022-07"
"87505","Nfct agent detection gi","Q4",,false,"2022-07"
"87506","Iadna-dna/rna probe tq 6-11","Q4",,false,"2022-07"
"87507","Iadna-dna/rna probe tq 12-25","Q4",,false,"2022-07"
"87510","Gardner vag dna dir probe","Q4",,false,"2022-07"
"87511","Gardner vag dna amp probe","Q4",,false,"2022-07"
"87512","Gardner vag dna quant","Q4",,false,"2022-07"
"87516","Hepatitis b dna amp probe","Q4",,false,"2022-07"
"87517","Hepatitis b dna quant","Q4",,false,"2022-07"
"87520","Hepatitis c rna dir probe","Q4",,false,"2022-07"
"87521","Hepatitis c probe&rvrs trnsc","Q4",,false,"2022-07"
"87522","Hepatitis c revrs trnscrpj","Q4",,false,"2022-07"
"87525","Hepatitis g dna dir probe","Q4",,false,"2022-07"
"87526","Hepatitis g dna amp probe","Q4",,false,"2022-07"
"87527","Hepatitis g dna quant","Q4",,false,"2022-07"
"87528","Hsv dna dir probe","Q4",,false,"2022-07"
"87529","Hsv dna amp probe","Q4",,false,"2022-07"
"87530","Hsv dna quant","Q4",,false,"2022-07"
"87531","Hhv-6 dna dir probe","Q4",,false,"2022-07"
"87532","Hhv-6 dna amp probe","Q4",,false,"2022-07"
"87533","Hhv-6 dna quant","Q4",,false,"2022-07"
"87534","Hiv-1 dna dir probe","Q4",,false,"2022-07"
"87535","Hiv-1 probe&reverse trnscrpj","Q4",,false,"2022-07"
"87536","Hiv-1 quant&revrse trnscrpj","Q4",,false,"2022-07"
"87537","Hiv-2 dna dir probe","Q4",,false,"2022-07"
"87538","Hiv-2 probe&revrse trnscripj","Q4",,false,"2022-07"
"87539","Hiv-2 quant&revrse trnscripj","Q4",,false,"2022-07"
"87540","Legion pneumo dna dir prob","Q4",,false,"2022-07"
"87541","Legion pneumo dna amp prob","Q4",,false,"2022-07"
"87542","Legion pneumo dna quant","Q4",,false,"2022-07"
"87550","Mycobacteria dna dir probe","Q4",,false,"2022-07"
"87551","Mycobacteria dna amp probe","Q4",,false,"2022-07"
"87552","Mycobacteria dna quant","Q4",,false,"2022-07"
"87555","M.tuberculo dna dir probe","Q4",,false,"2022-07"
"87556","M.tuberculo dna amp probe","Q4",,false,"2022-07"
"87557","M.tuberculo dna quant","Q4",,false,"2022-07"
"87560","M.avium-intra dna dir prob","Q4",,false,"2022-07"
"87561","M.avium-intra dna amp prob","Q4",,false,"2022-07"
"87562","M.avium-intra dna quant","Q4",,false,"2022-07"
"87563","M. genitalium amp probe","Q4",,false,"2022-07"
"87580","M.pneumon dna dir probe","Q4",,false,"2022-07"
"87581","M.pneumon dna amp probe","Q4",,false,"2022-07"
"87582","M.pneumon dna quant","Q4",,false,"2022-07"
"87590","N.gonorrhoeae dna dir prob","Q4",,false,"2022-07"
"87591","N.gonorrhoeae dna amp prob","Q4",,false,"2022-07"
"87592","N.gonorrhoeae dna quant","Q4",,false,"2022-07"
"87623","Hpv low-risk types","Q4",,false,"2022-07"
"87624","Hpv high-risk types","Q4",,false,"2022-07"
"87625","Hpv types 16 & 18 only","Q4",,false,"2022-07"
"87631","Resp virus 3-5 targets","Q4",,false,"2022-07"
"87632","Resp virus 6-11 targets","Q4",,false,"2022-07"
"87633","Resp virus 12-25 targets","Q4",,false,"2022-07"
"87634","Rsv dna/rna amp probe","Q4",,false,"2022-07"
"87635","Sars-cov-2 covid-19 amp prb","A",,false,"2022-07"
"87636","Sarscov2 & inf a&b amp prb","A",,false,"2022-07"
"87637","Sarscov2&inf a&b&rsv amp prb","A",,false,"2022-07"
"87640","Staph a dna amp probe","Q4",,false,"2022-07"
"87641","Mr-staph dna amp probe","Q4",,false,"2022-07"
"87650","Strep a dna dir probe","Q4",,false,"2022-07"
"87651","Strep a dna amp probe","Q4",,false,"2022-07"
"87652","Strep a dna quant","Q4",,false,"2022-07"
"87653","Strep b dna amp probe","Q4",,false,"2022-07"
"87660","Trichomonas vagin dir probe","Q4",,false,"2022-07"
"87661","Trichomonas vaginalis amplif","Q4",,false,"2022-07"
"87662","Zika virus dna/rna amp probe","Q4",,false,"2022-07"
"87797","Detect agent nos dna dir","Q4",,false,"2022-07"
"87798","Detect agent nos dna amp","Q4",,false,"2022-07"
"87799","Detect agent nos dna quant","Q4",,false,"2022-07"
"87800","Detect agnt mult dna direc","Q4",,false,"2022-07"
"87801","Detect agnt mult dna ampli","Q4",,false,"2022-07"
"87802","Strep b assay w/optic","Q4",,false,"2022-07"
"87803","Clostridium toxin a w/optic","Q4",,false,"2022-07"
"87804","Influenza assay w/optic","Q4",,false,"2022-07"
"87806","Hiv ag w/hiv1&2 antb w/optic","Q4",,false,"2022-07"
"87807","Rsv assay w/optic","Q4",,false,"2022-07"
"87808","Trichomonas assay w/optic","Q4",,false,"2022-07"
"87809","Adenovirus assay w/optic","Q4",,false,"2022-07"
"87810","Chlmyd trach assay w/optic","Q4",,false,"2022-07"
"87811","Sars-cov-2 covid19 w/optic","A",,false,"2022-07"
"87850","N. gonorrhoeae assay w/optic","Q4",,false,"2022-07"
"87880","Strep a assay w/optic","Q4",,false,"2022-07"
"87899","Agent nos assay w/optic","Q4",,false,"2022-07"
"87900","Phenotype infect agent drug","Q4",,false,"2022-07"
"87901","Genotype dna hiv reverse t","Q4",,false,"2022-07"
"87902","Genotype dna/rna hep c","Q4",,false,"2022-07"
"87903","Phenotype dna hiv w/culture","Q4",,false,"2022-07"
"87904","Phenotype dna hiv w/clt add","Q4",,false,"2022-07"
"87905","Sialidase enzyme assay","Q4",,false,"2022-07"
"87906","Genotype dna/rna hiv","Q4",,false,"2022-07"
"87910","Genotype cytomegalovirus","Q4",,false,"2022-07"
"87912","Genotype dna hepatitis b","Q4",,false,"2022-07"
"87913","Nfct agt gntyp alys sarscov2","A",,true,"2022-07"
"87999","Microbiology procedure","N",,false,"2022-07"
"88000","Autopsy (necropsy) gross","E1",,false,"2022-07"
"88005","Autopsy (necropsy) gross","E1",,false,"2022-07"
"88007","Autopsy (necropsy) gross","E1",,false,"2022-07"
"88012","Autopsy (necropsy) gross","E1",,false,"2022-07"
"88014","Autopsy (necropsy) gross","E1",,false,"2022-07"
"88016","Autopsy (necropsy) gross","E1",,false,"2022-07"
"88020","Autopsy (necropsy) complete","E1",,false,"2022-07"
"88025","Autopsy (necropsy) complete","E1",,false,"2022-07"
"88027","Autopsy (necropsy) complete","E1",,false,"2022-07"
"88028","Autopsy (necropsy) complete","E1",,false,"2022-07"
"88029","Autopsy (necropsy) complete","E1",,false,"2022-07"
"88036","Limited autopsy","E1",,false,"2022-07"
"88037","Limited autopsy","E1",,false,"2022-07"
"88040","Forensic autopsy (necropsy)","E1",,false,"2022-07"
"88045","Coroners autopsy (necropsy)","E1",,false,"2022-07"
"88099","Necropsy (autopsy) procedure","E1",,false,"2022-07"
"88104","Cytopath fl nongyn smears","Q1",34.57,false,"2022-07"
"88106","Cytopath fl nongyn filter","Q1",25.23,false,"2022-07"
"88108","Cytopath concentrate tech","Q1",34.57,false,"2022-07"
"88112","Cytopath cell enhance tech","Q1",50.75,false,"2022-07"
"88120","Cytp urne 3-5 probes ea spec","Q2",152.32,false,"2022-07"
"88121","Cytp urine 3-5 probes cmptr","Q1",297.45,false,"2022-07"
"88125","Forensic cytopathology","Q1",50.75,false,"2022-07"
"88130","Sex chromatin identification","Q4",,false,"2022-07"
"88140","Sex chromatin identification","Q4",,false,"2022-07"
"88141","Cytopath c/v interpret","N",,false,"2022-07"
"88142","Cytopath c/v thin layer","Q4",,false,"2022-07"
"88143","Cytopath c/v thin layer redo","Q4",,false,"2022-07"
"88147","Cytopath c/v automated","Q4",,false,"2022-07"
"88148","Cytopath c/v auto rescreen","Q4",,false,"2022-07"
"88150","Cytopath c/v manual","Q4",,false,"2022-07"
"88152","Cytopath c/v auto redo","Q4",,false,"2022-07"
"88153","Cytopath c/v redo","Q4",,false,"2022-07"
"88155","Cytopath c/v index add-on","Q4",,false,"2022-07"
"88160","Cytopath smear other source","Q1",25.23,false,"2022-07"
"88161","Cytopath smear other source","Q1",25.23,false,"2022-07"
"88162","Cytopath smear other source","Q1",50.75,false,"2022-07"
"88164","Cytopath tbs c/v manual","Q4",,false,"2022-07"
"88165","Cytopath tbs c/v redo","Q4",,false,"2022-07"
"88166","Cytopath tbs c/v auto redo","Q4",,false,"2022-07"
"88167","Cytopath tbs c/v select","Q4",,false,"2022-07"
"88172","Cytp dx eval fna 1st ea site","Q1",152.32,false,"2022-07"
"88173","Cytopath eval fna report","Q1",50.75,false,"2022-07"
"88174","Cytopath c/v auto in fluid","Q4",,false,"2022-07"
"88175","Cytopath c/v auto fluid redo","Q4",,false,"2022-07"
"88177","Cytp fna eval ea addl","N",,false,"2022-07"
"88182","Cell marker study","Q2",50.75,false,"2022-07"
"88184","Flowcytometry/ tc 1 marker","Q2",297.45,false,"2022-07"
"88185","Flowcytometry/tc add-on","N",,false,"2022-07"
"88187","Flowcytometry/read 2-8","B",,false,"2022-07"
"88188","Flowcytometry/read 9-15","B",,false,"2022-07"
"88189","Flowcytometry/read 16 & >","B",,false,"2022-07"
"88199","Cytopathology procedure","Q1",50.75,false,"2022-07"
"88230","Tissue culture lymphocyte","Q4",,false,"2022-07"
"88233","Tissue culture skin/biopsy","Q4",,false,"2022-07"
"88235","Tissue culture placenta","Q4",,false,"2022-07"
"88237","Tissue culture bone marrow","Q4",,false,"2022-07"
"88239","Tissue culture tumor","Q4",,false,"2022-07"
"88240","Cell cryopreserve/storage","Q4",,false,"2022-07"
"88241","Frozen cell preparation","Q4",,false,"2022-07"
"88245","Chromosome analysis 20-25","Q4",,false,"2022-07"
"88248","Chromosome analysis 50-100","Q4",,false,"2022-07"
"88249","Chromosome analysis 100","Q4",,false,"2022-07"
"88261","Chromosome analysis 5","Q4",,false,"2022-07"
"88262","Chromosome analysis 15-20","Q4",,false,"2022-07"
"88263","Chromosome analysis 45","Q4",,false,"2022-07"
"88264","Chromosome analysis 20-25","Q4",,false,"2022-07"
"88267","Chromosome analys placenta","Q4",,false,"2022-07"
"88269","Chromosome analys amniotic","Q4",,false,"2022-07"
"88271","Cytogenetics dna probe","Q4",,false,"2022-07"
"88272","Cytogenetics 3-5","Q4",,false,"2022-07"
"88273","Cytogenetics 10-30","Q4",,false,"2022-07"
"88274","Cytogenetics 25-99","Q4",,false,"2022-07"
"88275","Cytogenetics 100-300","Q4",,false,"2022-07"
"88280","Chromosome karyotype study","Q4",,false,"2022-07"
"88283","Chromosome banding study","Q4",,false,"2022-07"
"88285","Chromosome count additional","Q4",,false,"2022-07"
"88289","Chromosome study additional","Q4",,false,"2022-07"
"88291","Cyto/molecular report","M",,false,"2022-07"
"88299","Cytogenetic study","Q1",50.75,false,"2022-07"
"88300","Surgical path gross","Q1",25.23,false,"2022-07"
"88302","Tissue exam by pathologist","Q1",25.23,false,"2022-07"
"88304","Tissue exam by pathologist","Q1",50.75,false,"2022-07"
"88305","Tissue exam by pathologist","Q1",50.75,false,"2022-07"
"88307","Tissue exam by pathologist","Q2",297.45,false,"2022-07"
"88309","Tissue exam by pathologist","Q2",669.29,false,"2022-07"
"88311","Decalcify tissue","N",,false,"2022-07"
"88312","Special stains group 1","Q1",50.75,false,"2022-07"
"88313","Special stains group 2","Q1",34.57,false,"2022-07"
"88314","Histochemical stains add-on","N",,false,"2022-07"
"88319","Enzyme histochemistry","Q2",669.29,false,"2022-07"
"88321","Microslide consultation","Q1",34.57,false,"2022-07"
"88323","Microslide consultation","Q1",50.75,false,"2022-07"
"88325","Comprehensive review of data","Q1",152.32,false,"2022-07"
"88329","Path consult introp","Q1",34.57,false,"2022-07"
"88331","Path consult intraop 1 bloc","Q1",152.32,false,"2022-07"
"88332","Path consult intraop addl","N",,false,"2022-07"
"88333","Intraop cyto path consult 1","Q2",669.29,false,"2022-07"
"88334","Intraop cyto path consult 2","N",,false,"2022-07"
"88341","Immunohisto antb addl slide","N",,false,"2022-07"
"88342","Immunohisto antb 1st stain","Q2",152.32,false,"2022-07"
"88344","Immunohisto antibody slide","Q1",297.45,false,"2022-07"
"88346","Immunofluor antb 1st stain","Q2",297.45,false,"2022-07"
"88348","Electron microscopy","Q2",669.29,false,"2022-07"
"88350","Immunofluor antb addl stain","N",,false,"2022-07"
"88355","Analysis skeletal muscle","Q1",152.32,false,"2022-07"
"88356","Analysis nerve","Q1",50.75,false,"2022-07"
"88358","Analysis tumor","Q2",152.32,false,"2022-07"
"88360","Tumor immunohistochem/manual","Q2",152.32,false,"2022-07"
"88361","Tumor immunohistochem/comput","Q2",297.45,false,"2022-07"
"88362","Nerve teasing preparations","Q2",669.29,false,"2022-07"
"88363","Xm archive tissue molec anal","Q1",25.23,false,"2022-07"
"88364","Insitu hybridization (fish)","N",,false,"2022-07"
"88365","Insitu hybridization (fish)","Q1",152.32,false,"2022-07"
"88366","Insitu hybridization (fish)","Q1",297.45,false,"2022-07"
"88367","Insitu hybridization auto","Q2",297.45,false,"2022-07"
"88368","Insitu hybridization manual","Q2",297.45,false,"2022-07"
"88369","M/phmtrc alysishquant/semiq","N",,false,"2022-07"
"88371","Protein western blot tissue","N",,false,"2022-07"
"88372","Protein analysis w/probe","N",,false,"2022-07"
"88373","M/phmtrc alys ishquant/semiq","N",,false,"2022-07"
"88374","M/phmtrc alys ishquant/semiq","Q1",152.32,false,"2022-07"
"88375","Optical endomicroscpy interp","B",,false,"2022-07"
"88377","M/phmtrc alys ishquant/semiq","Q1",152.32,false,"2022-07"
"88380","Microdissection laser","N",,false,"2022-07"
"88381","Microdissection manual","N",,false,"2022-07"
"88387","Tiss exam molecular study","N",,false,"2022-07"
"88388","Tiss ex molecul study add-on","N",,false,"2022-07"
"88399","Surgical pathology procedure","Q1",50.75,false,"2022-07"
"88720","Bilirubin total transcut","Q4",,false,"2022-07"
"88738","Hgb quant transcutaneous","Q4",,false,"2022-07"
"88740","Transcutaneous carboxyhb","Q4",,false,"2022-07"
"88741","Transcutaneous methb","Q4",,false,"2022-07"
"88749","In vivo lab service","Q4",,false,"2022-07"
"89049","Chct for mal hyperthermia","Q1",152.32,false,"2022-07"
"89050","Body fluid cell count","Q4",,false,"2022-07"
"89051","Body fluid cell count","Q4",,false,"2022-07"
"89055","Leukocyte assessment fecal","Q4",,false,"2022-07"
"89060","Exam synovial fluid crystals","Q4",,false,"2022-07"
"89125","Specimen fat stain","Q4",,false,"2022-07"
"89160","Exam feces for meat fibers","Q4",,false,"2022-07"
"89190","Nasal smear for eosinophils","Q4",,false,"2022-07"
"89220","Sputum specimen collection","Q1",152.32,false,"2022-07"
"89230","Collect sweat for test","Q1",50.75,false,"2022-07"
"89240","Pathology lab procedure","Q1",50.75,false,"2022-07"
"89250","Cultr oocyte/embryo <4 days","Q1",152.32,false,"2022-07"
"89251","Cultr oocyte/embryo <4 days","Q2",152.32,false,"2022-07"
"89253","Embryo hatching","Q1",152.32,false,"2022-07"
"89254","Oocyte identification","Q1",152.32,false,"2022-07"
"89255","Prepare embryo for transfer","Q1",50.75,false,"2022-07"
"89257","Sperm identification","Q1",50.75,false,"2022-07"
"89258","Cryopreservation embryo(s)","Q2",669.29,false,"2022-07"
"89259","Cryopreservation sperm","Q1",152.32,false,"2022-07"
"89260","Sperm isolation simple","Q1",50.75,false,"2022-07"
"89261","Sperm isolation complex","Q1",50.75,false,"2022-07"
"89264","Identify sperm tissue","Q1",50.75,false,"2022-07"
"89268","Insemination of oocytes","Q1",152.32,false,"2022-07"
"89272","Extended culture of oocytes","Q2",669.29,false,"2022-07"
"89280","Assist oocyte fertilization","Q2",669.29,false,"2022-07"
"89281","Assist oocyte fertilization","Q1",152.32,false,"2022-07"
"89290","Biopsy oocyte polar body","Q1",152.32,false,"2022-07"
"89291","Biopsy oocyte polar body","Q1",152.32,false,"2022-07"
"89300","Semen analysis w/huhner","Q4",,false,"2022-07"
"89310","Semen analysis w/count","Q4",,false,"2022-07"
"89320","Semen anal vol/count/mot","Q4",,false,"2022-07"
"89321","Semen anal sperm detection","Q4",,false,"2022-07"
"89322","Semen anal strict criteria","Q4",,false,"2022-07"
"89325","Sperm antibody test","Q4",,false,"2022-07"
"89329","Sperm evaluation test","Q4",,false,"2022-07"
"89330","Evaluation cervical mucus","Q4",,false,"2022-07"
"89331","Retrograde ejaculation anal","Q4",,false,"2022-07"
"89335","Cryopreserve testicular tiss","Q1",50.75,false,"2022-07"
"89337","Cryopreservation oocyte(s)","Q1",152.32,false,"2022-07"
"89342","Storage/year embryo(s)","Q1",152.32,false,"2022-07"
"89343","Storage/year sperm/semen","Q1",152.32,false,"2022-07"
"89344","Storage/year reprod tissue","Q1",152.32,false,"2022-07"
"89346","Storage/year oocyte(s)","Q2",297.45,false,"2022-07"
"89352","Thawing cryopresrved embryo","Q1",152.32,false,"2022-07"
"89353","Thawing cryopresrved sperm","Q1",50.75,false,"2022-07"
"89354","Thaw cryoprsvrd reprod tiss","Q1",152.32,false,"2022-07"
"89356","Thawing cryopresrved oocyte","Q1",152.32,false,"2022-07"
"89398","Unlisted reprod med lab proc","Q1",50.75,false,"2022-07"
"9001F","Aortic aneurysm<5cm diam ct","E1",,false,"2022-07"
"9002F","Aortic aneurysm 5-5.4cm diam","E1",,false,"2022-07"
"9003F","Aortic anrysm5.5-5.9cm diam","M",,false,"2022-07"
"9004F","Aortic anrysm 6/> cm diam","M",,false,"2022-07"
"9005F","Asympt carot/vrtbrbas sten","E1",,false,"2022-07"
